"rep","fold","rows_id","truth","prediction"
1,1,"CHEMBL1458563",5.256,5.65835026666667
1,1,"CHEMBL257359",4.688,5.4946686
1,2,"CHEMBL1460470",5.356,5.19482396666666
1,2,"CHEMBL1517376",5.686,5.32059076666666
1,3,"CHEMBL1343544",5.773,5.90202540000001
1,3,"CHEMBL1611294",4.254,5.22855896666666
1,4,"CHEMBL1416439",4.681,5.30643463333334
1,4,"CHEMBL1990545",4.254,5.02645433333333
1,5,"CHEMBL1455226",5.613,5.0685132
1,5,"CHEMBL1465955",4.254,4.95169969999999
1,6,"CHEMBL1401747",4.855,4.91659926666666
1,6,"CHEMBL6246",6.267,5.60190446666667
1,7,"CHEMBL1464805",5.227,4.84499183333332
1,7,"CHEMBL1497651",6.847,5.46141196666666
1,8,"CHEMBL1431007",6.561,5.00304359999999
1,8,"CHEMBL1517227",4.971,5.51716086666665
1,9,"CHEMBL1329141",5.097,5.18289823333333
1,10,"CHEMBL1322297",4.254,4.99121016666666
1,10,"CHEMBL1988133",5.45,4.99304916666666
