"rep","fold","rows_id","truth","prediction"
1,1,"CHEMBL1458563",5.256,4.35928033621327
1,1,"CHEMBL257359",4.688,3.83822317271131
1,2,"CHEMBL1460470",5.356,5.61103172834606
1,2,"CHEMBL1517376",5.686,4.68874541238278
1,3,"CHEMBL1343544",5.773,2.31493136701819
1,3,"CHEMBL1611294",4.254,5.27423565035632
1,4,"CHEMBL1416439",4.681,4.14074119393435
1,4,"CHEMBL1990545",4.254,5.01409450827292
1,5,"CHEMBL1455226",5.613,4.37338294618421
1,5,"CHEMBL1465955",4.254,4.05705414470529
1,6,"CHEMBL1401747",4.855,5.33731676964603
1,6,"CHEMBL6246",6.267,0.225831799531092
1,7,"CHEMBL1464805",5.227,3.6893872868246
1,7,"CHEMBL1497651",6.847,5.37227510497929
1,8,"CHEMBL1431007",6.561,1.92663429621903
1,8,"CHEMBL1517227",4.971,2.23070445610473e-72
1,9,"CHEMBL1329141",5.097,5.48894720230261
1,10,"CHEMBL1322297",4.254,0.000206216489548896
1,10,"CHEMBL1988133",5.45,5.94233787594475e-08
